No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
353,這門課程完整講解改版重點與條文，最重要的是控制措施都有講得很清楚，很值得上這門課！,4,0,0,0,0,1,0,0,1,1,這門課程完整講解改版重點與條文，最重要的是控制措施都有講得很清楚，很值得上這門課！,[],0
354,了解管理風險的方法(接受、降低、避免、轉移)和資訊安全管理制度方法PDCA,4,0,0,0,0,1,0,0,1,1,了解管理風險的方法(接受、降低、避免、轉移)和資訊安全管理制度方法PDCA,[],0
355,很好的自我學習課程，可反覆觀看以強化學習，旁白與字幕也相當清楚,4,0,0,0,0,1,0,0,1,1,很好的自我學習課程，可反覆觀看以強化學習，旁白與字幕也相當清楚,[],0
356,對於初步了解ISO 27001有幫助,4,0,0,0,0,1,0,0,1,1,對於初步了解ISO 27001有幫助,[],0
357,非常符合個人的需求,4,0,0,0,0,1,0,0,1,1,非常符合個人的需求,[],0
358,講師表達得很清楚~,4,0,0,0,0,1,0,0,1,1,講師表達得很清楚~,[],0
359,很棒資訊,4,0,0,0,0,1,0,0,1,1,很棒資訊,[],0
360,Yes,4,0,0,0,0,0,0,0,1,1,Yes,[],0
361,今年都沒有更新，還有相對英語版問題太少,2,0,0,0,0,0,0,0,1,0,今年都沒有更新，還有相對英語版問題太少,[],0
362,很不錯的練習！對於取得ISC2 CC認證我個人覺得非常有幫助,4,0,0,0,0,1,0,0,1,1,很不錯的練習！對於取得ISC2 CC認證我個人覺得非常有幫助,[],0
363,題庫數量剛好，翻譯也比較準確，真的謝謝老師,4,0,0,0,0,1,0,0,1,1,題庫數量剛好，翻譯也比較準確，真的謝謝老師,[],0
364,很不错的练习考试！对于取得ISC2 CC认证非常有帮助,4,0,0,0,0,1,0,0,1,1,很不错的练习考试！对于取得ISC2 CC认证非常有帮助,[],0
365,题库和英文版的数量一样多，翻译也比较准确,4,0,0,0,0,0,0,0,1,1,题库和英文版的数量一样多，翻译也比较准确,[],0
366,我就要参加CC考试了，但几乎没有任何材料可以帮我准备,2,0,0,0,1,0,1,0,0,0,我就要参加CC考试了，但几乎没有任何材料可以帮我准备,[],0
367,这些问题与ISC2材料中的问题不同；但是，课程描述中说这是我们在真实考试中应该期待的,2,0,0,0,0,0,0,0,0,0,这些问题与ISC2材料中的问题不同；但是，课程描述中说这是我们在真实考试中应该期待的,[],0
368,我发现每个问题的详细解释真的很有帮助；它让我对这个问题有了更好的理解,2,0,0,0,0,1,0,0,1,1,我发现每个问题的详细解释真的很有帮助；它让我对这个问题有了更好的理解,[],0
369,在这些问题中，有很多,2,0,0,0,0,0,0,0,0,2,在这些问题中，有很多,[],0
370,问题很有帮助,2,0,0,0,0,1,0,0,1,1,问题很有帮助,[],0
371,需要理解概念，光背诵问题和答案不够,2,0,0,0,0,0,0,0,0,0,需要理解概念，光背诵问题和答案不够,[],0
372,數學觀念講得很不清楚，而不清楚的數學觀念要轉換成程式碼時，就變得更不清楚了,1,1,0,1,0,0,1,0,0,0,數學觀念講得很不清楚，而不清楚的數學觀念要轉換成程式碼時，就變得更不清楚了,[],0
373,程式的部分很容易懂，但感覺數學的部分解釋有些不足，會搞不清楚從哪裡得來那些參數及參數的意義,1,0,0,0,0,0,1,0,0,0,程式的部分很容易懂，但感覺數學的部分解釋有些不足，會搞不清楚從哪裡得來那些參數及參數的意義,[],0
374,讲解容易理解,4,0,0,0,0,1,0,0,1,1,讲解容易理解,[],0
375,講解的很清楚，很值得上，都從基礎教起,4,0,0,0,0,1,0,0,1,1,講解的很清楚，很值得上，都從基礎教起,[],0
376,但有時真的要想一下，要會舉一反三，畢竟短短時間有限,4,0,1,0,0,0,0,0,0,1,但有時真的要想一下，要會舉一反三，畢竟短短時間有限,[],0
377,一步一步学习，非常细致,4,0,0,0,0,1,0,0,1,1,一步一步学习，非常细致,[],0
378,經老師說明後，內容還算簡明扼要，沒有想像中複雜，值得繼續努力!,4,0,1,0,0,1,0,0,0,1,經老師說明後，內容還算簡明扼要，沒有想像中複雜，值得繼續努力!,[],0
379,很不错，就是练习几乎没有,2,0,0,0,0,1,1,0,0,1,很不错，就是练习几乎没有,[],0
380,VERY GOOD,4,0,0,0,0,1,0,0,0,1,VERY GOOD,[],0
381,非常详细，对初学者非常友好,4,0,0,0,0,1,0,0,1,1,非常详细，对初学者非常友好,[],0
382,The interface is different in Windows 11,0,0,0,0,0,0,1,0,0,2,The interface is different in Windows 11,[],0
383,Suggest other student need to find Jupyter,0,0,1,0,0,0,0,0,0,2,Suggest other student need to find Jupyter,[],0
384,5 stars for Pinyin + traditional Chinese,1,0,0,0,0,1,0,0,1,1,5 stars for Pinyin + traditional Chinese,[],0
385,老師上的很好，講得很清楚,4,0,0,0,0,1,0,0,1,1,老師上的很好，講得很清楚,[],0
386,老師講解清除易懂，加上實作更能理解如何應用,4,0,0,0,0,1,0,0,1,1,老師講解清除易懂，加上實作更能理解如何應用,[],0
387,比较基础的讲解,4,0,0,0,0,0,0,0,1,1,比较基础的讲解,[],0
388,启动后续专业的深入讲解,4,0,1,0,0,0,0,0,0,1,启动后续专业的深入讲解,[],0
389,非常棒！,4,0,0,0,0,1,0,0,0,1,非常棒！,[],0
390,Easy to understand,4,0,0,0,0,0,0,0,1,1,Easy to understand,[],0
391,怎麼拿到補充課程,4,0,1,0,0,0,0,0,0,2,怎麼拿到補充課程,[],0
392,fit for me,4,0,0,0,0,0,0,0,1,1,fit for me,[],0
393,講解清楚，容易吸收學習,4,0,0,0,0,1,0,0,1,1,講解清楚，容易吸收學習,[],0
394,GOOD!,4,0,0,0,0,1,0,0,0,1,GOOD!,[],0
395,体验很好，通俗易懂,4,0,0,0,0,1,0,0,1,1,体验很好，通俗易懂,[],0
396,能明白,4,0,0,0,0,0,0,0,1,1,能明白,[],0
397,講解清晰，條理分明！,4,0,0,0,0,1,0,0,1,1,講解清晰，條理分明！,[],0
398,"課很多,感覺很值得購買,之後上完再給更多意見~",4,0,1,0,0,1,0,0,0,1,"課很多,感覺很值得購買,之後上完再給更多意見~",[],0
399,"上到ML的部分,覺得受益良多,很值得購買的課程!",4,0,0,0,0,1,0,0,1,1,"上到ML的部分,覺得受益良多,很值得購買的課程!",[],0
400,真的不错！！！不过最好先看一遍书再看视频,2,0,1,0,0,1,0,0,0,1,真的不错！！！不过最好先看一遍书再看视频,[],0
401,非常物超所值,4,0,0,0,0,1,0,1,1,1,非常物超所值,[],0
402,謝謝老師的用心安排課程 內容也相當豐富且容易理解,4,0,0,0,0,1,0,0,1,1,謝謝老師的用心安排課程 內容也相當豐富且容易理解,[],0
403,"課程講解清楚,內容豐富,獲益良多！",4,0,0,0,0,1,0,0,1,1,"課程講解清楚,內容豐富,獲益良多！",[],0
404,Greatest courses on Udemy!,4,0,0,0,0,1,0,0,1,1,Greatest courses on Udemy!,[],0
405,很適合新手，不過後半段需要有些統計基礎，否則會不知道做這些分析的意義,2,0,0,0,1,0,0,0,1,1,很適合新手，不過後半段需要有些統計基礎，否則會不知道做這些分析的意義,[],0
406,“從零開始學Linear Regression補充”~~~,2,0,1,0,0,0,0,0,0,2,“從零開始學Linear Regression補充”~~~,[],0
407,課程內容由淺入深，講解也很清楚,4,0,0,0,0,1,0,0,1,1,課程內容由淺入深，講解也很清楚,[],0
408,"很適合新手入門 , 講解與範例充足易懂",4,0,0,0,0,1,0,0,1,1,"很適合新手入門 , 講解與範例充足易懂",[],0
409,"上課內容豐富,物超所值",4,0,0,0,0,1,0,0,1,1,"上課內容豐富,物超所值",[],0
410,excellent!,4,0,0,0,0,1,0,0,0,1,excellent!,[],0
411,很適合，謝謝!,4,0,0,0,0,1,0,0,1,1,很適合，謝謝!,[],0
412,"老師講解非常詳細,非常適合初學者",4,0,0,0,0,1,0,0,1,1,"老師講解非常詳細,非常適合初學者",[],0
413,Its awesome,4,0,0,0,0,1,0,0,1,1,Its awesome,[],0
414,很棒，講解十分詳細,4,0,0,0,0,1,0,0,1,1,很棒，講解十分詳細,[],0
415,"很好的课程, 还有第三部分吗？",4,0,1,0,0,1,0,0,0,1,"很好的课程, 还有第三部分吗？",[],0
416,Very good !!,4,0,0,0,0,1,0,0,0,1,Very good !!,[],0
417,yes,4,0,0,0,0,1,0,0,0,1,yes,[],0
418,很棒!!!!!,4,0,0,0,0,1,0,1,0,1,很棒!!!!!,[],0
419,很好的課,4,0,0,0,0,1,0,1,0,1,很好的課,[],0
420,老師講解很仔細，觀念也交代很清楚！,4,0,0,0,0,1,0,0,1,1,老師講解很仔細，觀念也交代很清楚！,[],0
421,深入淺出！很棒,4,0,0,0,0,1,0,0,1,1,深入淺出！很棒,[],0
422,之前在coursera上学习了部分ML的知识，但是由于是因为英语讲解的有些内容理解上还是有些偏差，所以在udemy上搜索了很多ML的课程，包括唐宇迪老师的，各有各的风格，能看出来真实花了大功夫做的课程，不过最,4,0,0,0,0,1,0,0,1,1,之前在coursera上学习了部分ML的知识，但是由于是因为英语讲解的有些内容理解上还是有些偏差，所以在udemy上搜索了很多ML的课程，包括唐宇迪老师的，各有各的风格，能看出来真实花了大功夫做的课程，不过最,[],0
423,解釋非常清楚! 希望自己能更進步!,4,0,1,0,0,1,0,0,0,1,解釋非常清楚! 希望自己能更進步!,[],0
424,講解清晰,4,0,0,0,0,1,0,0,1,1,講解清晰,[],0
425,是一門相當不錯的machine learning 基礎課程,4,0,0,0,0,1,0,0,1,1,是一門相當不錯的machine learning 基礎課程,[],0
426,淺顯易懂，合初學者,4,0,0,0,0,1,0,0,1,1,淺顯易懂，合初學者,[],0
427,講得蠻詳細的，會手把手一步步教學,4,0,0,0,0,1,0,0,1,1,講得蠻詳細的，會手把手一步步教學,[],0
428,很棒，淺顯易懂,4,0,0,0,0,1,0,0,1,1,很棒，淺顯易懂,[],0
429,老師講解思路清晰！內容豐富！是適合新手往機器學習之路最棒的課程！！推薦～希望能好好把老師教的全部吸收進去:3,4,0,1,0,0,1,0,0,1,1,老師講解思路清晰！內容豐富！是適合新手往機器學習之路最棒的課程！！推薦～希望能好好把老師教的全部吸收進去:3,[],0
430,课程讲解速度非常适合于新手，每个内容都会通过实操来讲解，因此自己也能跟随课程进行操作，学起来非常易懂,4,0,0,0,0,1,0,0,1,1,课程讲解速度非常适合于新手，每个内容都会通过实操来讲解，因此自己也能跟随课程进行操作，学起来非常易懂,[],0
431,"主題是ML , 但是基礎也很仔細介紹! 比想像要好",4,0,0,0,0,1,0,1,1,1,"主題是ML , 但是基礎也很仔細介紹! 比想像要好",[],0
432,課程內容非常詳細，且非常易理解！,4,0,0,0,0,1,0,0,1,1,課程內容非常詳細，且非常易理解！,[],0
433,非常適合新手入門,4,0,0,0,0,1,0,0,1,1,非常適合新手入門,[],0
434,Easy to understand,4,0,0,0,0,0,0,0,1,1,Easy to understand,[],0
435,個人認為是Udemy上最好的人工智能課程，沒有之一,4,0,0,0,0,1,0,0,1,1,個人認為是Udemy上最好的人工智能課程，沒有之一,[],0
436,超容易理解，數學門檻減低了很多,4,0,0,0,0,1,0,0,1,1,超容易理解，數學門檻減低了很多,[],0
437,Easy to learn,4,0,0,0,0,1,0,0,1,1,Easy to learn,[],0
438,講解得非常詳細,4,0,0,0,0,0,0,0,1,1,講解得非常詳細,[],0
439,example非常清楚,4,0,0,0,0,0,0,0,1,1,example非常清楚,[],0
440,"講解清楚 ,條理分明",4,0,0,0,0,1,0,0,1,1,"講解清楚 ,條理分明",[],0
441,very useful,4,0,0,0,0,1,0,0,1,1,very useful,[],0
442,深入淺出，很適合初學者,4,0,0,0,0,1,0,0,1,1,深入淺出，很適合初學者,[],0
443,老師講得很清楚，新手也可以完全進入狀況！,4,0,0,0,0,1,0,0,1,1,老師講得很清楚，新手也可以完全進入狀況！,[],0
444,很有邏輯性的教學，也會舉錯誤的例子，讓人可以更瞭解指令的邏輯,4,0,0,0,0,1,0,0,1,1,很有邏輯性的教學，也會舉錯誤的例子，讓人可以更瞭解指令的邏輯,[],0
445,很棒很棒,4,0,0,0,0,1,0,0,0,1,很棒很棒,[],0
446,很優質的課程,4,0,0,0,0,1,0,0,1,1,很優質的課程,[],0
447,很好的课程,4,0,0,0,0,1,0,0,1,1,很好的课程,[],0
448,講解很清楚唷~ 值得購買~,4,0,0,0,0,1,0,0,1,1,講解很清楚唷~ 值得購買~,[],0
449,clear explanation,4,0,0,0,0,0,0,0,1,1,clear explanation,[],0
450,講解清楚,4,0,0,0,0,0,0,0,1,1,講解清楚,[],0
451,Nice,4,0,0,0,0,1,0,0,0,1,Nice,[],0
452,great,4,0,0,0,0,1,0,0,0,1,great,[],0
453,真正从零开始，上完再反馈更多感受,4,0,1,0,0,0,0,0,0,1,真正从零开始，上完再反馈更多感受,[],0
454,刚开始学习，希望能有成就感,4,0,1,0,0,0,0,0,0,1,刚开始学习，希望能有成就感,[],0
455,very clear and informative! From simple to difficult! Well explanation,4,0,0,0,0,1,0,0,1,1,very clear and informative! From simple to difficult! Well explanation,[],0
456,課程清晰易明,4,0,0,0,0,1,0,0,1,1,課程清晰易明,[],0
457,老師講得非常清楚，很受用！,4,0,0,0,0,1,0,0,1,1,老師講得非常清楚，很受用！,[],0
458,老師講解非常清楚～,4,0,0,0,0,1,0,0,1,1,老師講解非常清楚～,[],0
459,非常好，课程价格合适，内容充实，答疑详细,4,0,0,0,0,1,0,0,1,1,非常好，课程价格合适，内容充实，答疑详细,[],0
460,很適合初學者!!!值得細細品味~,4,0,0,0,0,1,0,0,1,1,很適合初學者!!!值得細細品味~,[],0
461,讚讚,4,0,0,0,0,1,0,0,0,1,讚讚,[],0
462,很適合初學者！,4,0,0,0,0,1,0,0,1,1,很適合初學者！,[],0
463,淺顯易懂,4,0,0,0,0,1,0,0,1,1,淺顯易懂,[],0
464,基礎介紹很清楚明白！,4,0,0,0,0,1,0,0,1,1,基礎介紹很清楚明白！,[],0
465,太棒了 講解得非常長好!!,4,0,0,0,0,1,0,0,1,1,太棒了 講解得非常長好!!,[],0
466,讚!,4,0,0,0,0,1,0,0,0,1,讚!,[],0
467,課程講解清楚，好理解,4,0,0,0,0,1,0,0,1,1,課程講解清楚，好理解,[],0
468,很棒！,4,0,0,0,0,1,0,0,0,1,很棒！,[],0
469,老師講講很仔細~~,4,0,0,0,0,1,0,0,1,1,老師講講很仔細~~,[],0
470,very good,4,0,0,0,0,1,0,0,0,1,very good,[],0
471,講的很清楚,4,0,0,0,0,1,0,0,1,1,講的很清楚,[],0
472,十分适合,4,0,0,0,0,1,0,0,1,1,十分适合,[],0
473,節奏合意,4,0,0,0,0,1,0,0,0,1,節奏合意,[],0
474,非常好,4,0,0,0,0,1,0,0,0,1,非常好,[],0
475,Great course,4,0,0,0,0,1,0,0,0,1,Great course,[],0
476,謝謝Ken，課程內容豐富，獲益良多！,4,0,0,0,0,1,0,0,1,1,謝謝Ken，課程內容豐富，獲益良多！,[],0
477,太棒了，完全超出預期,4,0,0,0,0,1,0,1,1,1,太棒了，完全超出預期,[],0
478,好！,4,0,0,0,0,1,0,0,0,1,好！,[],0
479,棒,4,0,0,0,0,1,0,0,0,1,棒,[],0
480,nice course~,4,0,0,0,0,1,0,0,0,1,nice course~,[],0
481,老師講得很好 而且有問題回復的很快 推介,4,0,0,0,0,1,0,0,1,1,老師講得很好 而且有問題回復的很快 推介,[],0
482,淺顯易懂,4,0,0,0,0,1,0,0,1,1,淺顯易懂,[],0
483,很好,4,0,0,0,0,1,0,0,0,1,很好,[],0
484,解說詳細，真的很適合新手,4,0,0,0,0,1,0,0,1,1,解說詳細，真的很適合新手,[],0
485,没有操作画面，根本看不懂,2,0,0,0,0,0,1,0,0,0,没有操作画面，根本看不懂,[],0
486,沒有實機操作 演示,2,0,0,0,0,0,1,0,0,0,沒有實機操作 演示,[],0
487,"整个课程都是在将PPT,没有一点在IDE写程序的过程",2,1,0,1,0,0,1,0,0,0,"整个课程都是在将PPT,没有一点在IDE写程序的过程",[],0
488,内容讲的比较范,2,0,0,0,0,0,1,0,0,0,内容讲的比较范,[],0
489,不详细,2,1,0,0,0,0,1,0,0,0,不详细,[],0
490,所以不适合没有基础的同学,2,0,0,0,0,0,1,0,0,0,所以不适合没有基础的同学,[],0
491,但是课程对于有基础的同学又毫无价值,2,0,0,1,0,0,1,0,0,0,但是课程对于有基础的同学又毫无价值,[],0
492,所以定位比较尴尬,2,0,0,0,0,0,1,0,0,0,所以定位比较尴尬,[],0
493,所以这个课程只是能是作为一个对python进行初步了,2,0,1,0,0,0,0,0,0,0,所以这个课程只是能是作为一个对python进行初步了,[],0
494,代码有错误,2,0,0,0,0,0,1,0,0,0,代码有错误,[],0
495,根本就是在念講義而已,1,0,0,1,0,0,1,0,0,0,根本就是在念講義而已,[],0
496,Cython的部分只有草草帶過，希望能夠講解得更加清晰，另外呼叫數據打開各種資料的語法有大致說明到，可是並未講清楚具體要用在哪裡，這部分希望加強，感謝!,1,0,1,1,0,0,0,0,1,0,Cython的部分只有草草帶過，希望能夠講解得更加清晰，另外呼叫數據打開各種資料的語法有大致說明到，可是並未講清楚具體要用在哪裡，這部分希望加強，感謝!,[],0
497,缺乏部分關鍵建置影片,0,0,0,0,0,0,1,0,0,0,缺乏部分關鍵建置影片,[],0
498,例如課程前面使用 Pycharm 做演示，但 Pycharm 並不是安裝就能用，建立專案、設定直譯器是很多人會不理解並造成卡住的環境設定,2,0,0,0,0,0,1,0,0,1,例如課程前面使用 Pycharm 做演示，但 Pycharm 並不是安裝就能用，建立專案、設定直譯器是很多人會不理解並造成卡住的環境設定,[],0
499,適合已經有程式基礎的人，但看這些影片難以建立,2,0,0,0,0,0,1,0,0,0,適合已經有程式基礎的人，但看這些影片難以建立,[],0
500,語法部分不太詳細，需要自己花時間尋找相關註釋,2,0,0,0,0,0,1,0,0,0,語法部分不太詳細，需要自己花時間尋找相關註釋,[],0
501,上課教材好像蠻多錯誤的地方的,2,0,0,0,0,0,1,0,0,0,上課教材好像蠻多錯誤的地方的,[],0
502,"希忘有實例的操作畫面, 不是都使用簡報",0,0,1,0,0,0,0,0,0,0,"希忘有實例的操作畫面, 不是都使用簡報",[],0
503,使用「簡報」方式的講解，而不是在 IDE 或 Editor 中說明程式碼，感覺真的很怪！很沒有資訊人的 Ful ⋯⋯,1,1,0,1,0,0,1,0,0,0,使用「簡報」方式的講解，而不是在 IDE 或 Editor 中說明程式碼，感覺真的很怪！很沒有資訊人的 Ful ⋯⋯,[],0
504,入门简单,2,0,0,0,0,1,0,0,0,1,入门简单,[],0
505,太簡單,2,0,0,0,0,0,1,0,0,0,太簡單,[],0
506,課程規劃後期還不錯,4,0,0,0,0,1,0,0,0,1,課程規劃後期還不錯,[],0
507,多了解一門程式語言,4,0,0,0,0,0,0,0,1,1,多了解一門程式語言,[],0
508,一些中文簡化的名詞沒有先說明或查詢的地方，例如：縮進？,1,0,0,0,0,0,1,0,0,0,一些中文簡化的名詞沒有先說明或查詢的地方，例如：縮進？,[],0
509,This is a pretty good course,4,0,0,0,0,1,0,0,0,1,This is a pretty good course,[],0
510,It's detailed and basic,4,0,0,0,0,0,0,0,1,1,It's detailed and basic,[],0
511,It's very suitable to beginner,4,0,0,0,0,1,0,0,1,1,It's very suitable to beginner,[],0
512,Covered a lot!,4,0,0,0,0,1,0,0,1,1,Covered a lot!,[],0
513,很用心的教學！,4,0,0,0,0,1,0,0,1,1,很用心的教學！,[],0
514,提到的知识点都很实用，建议添加更多现实应用的讨论,4,0,1,0,0,0,0,0,1,1,提到的知识点都很实用，建议添加更多现实应用的讨论,[],0
515,好,4,0,0,0,0,1,0,0,0,1,好,[],0
516,讚~,4,0,0,0,0,1,0,0,0,1,讚~,[],0
517,讲解非常清晰与详细，强烈推荐,4,0,0,0,0,1,0,0,1,1,讲解非常清晰与详细，强烈推荐,[],0
518,This is a very well put together course,4,0,0,0,0,1,0,0,1,1,This is a very well put together course,[],0
519,Material is easy to follow and instructor is easy to follow,4,0,0,0,0,1,0,0,1,1,Material is easy to follow and instructor is easy to follow,[],0
520,Overall a,4,0,0,0,0,1,0,0,0,1,Overall a,[],0
521,"对基本的数据处理知识讲解的很全面,同时有配套很多具体问题,使得我的理解更好",4,0,0,0,0,1,0,0,1,1,"对基本的数据处理知识讲解的很全面,同时有配套很多具体问题,使得我的理解更好",[],0
522,目标明确，讲解简单明了，希望能提供更多的编程练习，来实践课程中的知识！,4,0,1,0,0,0,0,0,1,1,目标明确，讲解简单明了，希望能提供更多的编程练习，来实践课程中的知识！,[],0
523,还不错吧,4,0,0,0,0,1,0,0,0,1,还不错吧,[],0
524,"專業,容易理解",4,0,0,0,0,1,0,0,1,1,"專業,容易理解",[],0
525,很好,4,0,0,0,0,1,0,0,0,1,很好,[],0
526,The lessons taught by this teacher seem more like reading documents rather than teaching,1,0,0,1,0,0,1,0,0,0,The lessons taught by this teacher seem more like reading documents rather than teaching,[],0
527,無法下載影片,0,0,0,0,0,0,1,0,0,0,無法下載影片,[],0
528,总体体验还是不错的,2,0,0,0,0,1,0,0,0,1,总体体验还是不错的,[],0
529,不过前面大部分时间讲python，与课题内容相关性差了些,2,0,0,0,0,0,1,0,0,0,不过前面大部分时间讲python，与课题内容相关性差了些,[],0
530,应该先讲些API基础，然后结合着讲python，这样更有针对性些，也不会让人觉得内容割裂,2,0,1,0,0,0,0,0,0,0,应该先讲些API基础，然后结合着讲python，这样更有针对性些，也不会让人觉得内容割裂,[],0
531,适合我,4,0,0,0,0,1,0,0,1,1,适合我,[],0
532,目前还可以，再上几节感受一下,4,0,1,0,0,0,0,0,0,1,目前还可以，再上几节感受一下,[],0
533,"It helps me to breakthrough from learning books and syntax, to practicing how to actually build a project in",4,0,1,0,0,1,0,0,1,1,"It helps me to breakthrough from learning books and syntax, to practicing how to actually build a project in",[],0
534,很好！,4,0,0,0,0,1,0,0,0,1,很好！,[],0
535,不错,4,0,0,0,0,1,0,0,0,1,不错,[],0
536,内容不错,4,0,0,0,0,1,0,0,0,1,内容不错,[],0
537,marvellous,4,0,0,0,0,1,0,0,0,1,marvellous,[],0
538,真的很棒！這個課程剛好都是我想要知道的知識，而且講得淺顯易懂，非常適合入門，並且做為更深入學習的跳板,4,0,0,0,0,1,0,0,1,1,真的很棒！這個課程剛好都是我想要知道的知識，而且講得淺顯易懂，非常適合入門，並且做為更深入學習的跳板,[],0
539,"Very very good, amazing tutorial for how to build a custom AI application! I want to give lots lots lots lots",4,0,0,0,0,1,0,1,1,1,"Very very good, amazing tutorial for how to build a custom AI application! I want to give lots lots lots lots",[],0
540,"Course arrangement is amazing, AI beginner friendly, love it",4,0,0,0,0,1,0,1,1,1,"Course arrangement is amazing, AI beginner friendly, love it",[],0
541,講解的很詳細,4,0,0,0,0,1,0,0,1,1,講解的很詳細,[],0
542,上課內容很詳細,4,0,0,0,0,1,0,0,1,1,上課內容很詳細,[],0
543,将得非常好,4,0,0,0,0,1,0,0,1,1,将得非常好,[],0
544,太适合了,4,0,0,0,0,1,0,0,1,1,太适合了,[],0
545,老師講的不錯，非常流暢,4,0,0,0,0,1,0,0,1,1,老師講的不錯，非常流暢,[],0
546,好,4,0,0,0,0,1,0,0,0,1,好,[],0
547,範例多，解說詳細而清楚,4,0,0,0,0,1,0,0,1,1,範例多，解說詳細而清楚,[],0
548,很棒的课程！,4,0,0,0,0,1,0,0,1,1,很棒的课程！,[],0
549,非常好，讲得很清楚,4,0,0,0,0,1,0,0,1,1,非常好，讲得很清楚,[],0
550,很棒的課程與理解,4,0,0,0,0,1,0,0,1,1,很棒的課程與理解,[],0
551,非常棒,4,0,0,0,0,1,0,0,1,1,非常棒,[],0
552,棒,4,0,0,0,0,1,0,0,0,1,棒,[],0
553,非常简明易懂，很实用的课程,4,0,0,0,0,1,0,0,1,1,非常简明易懂，很实用的课程,[],0
554,非常棒,4,0,0,0,0,1,0,0,0,1,非常棒,[],0
555,讲的好，确实好用,4,0,0,0,0,1,0,0,1,1,讲的好，确实好用,[],0
556,很好,4,0,0,0,0,1,0,0,0,1,很好,[],0
557,挺好的，通俗易懂，简单明了,4,0,0,0,0,1,0,0,1,1,挺好的，通俗易懂，简单明了,[],0
558,跟着练习，没有问题,4,0,0,0,0,1,0,0,0,1,跟着练习，没有问题,[],0
559,深入淺出，簡單易懂,4,0,0,0,0,1,0,0,1,1,深入淺出，簡單易懂,[],0
560,清晰明了，生动形象,4,0,0,0,0,1,0,0,1,1,清晰明了，生动形象,[],0
561,较易入门,4,0,0,0,0,1,0,0,1,1,较易入门,[],0
562,講解清晰，容易理解，每個課程不會太長，每句話都有義義不會廢話,4,0,0,0,0,1,0,0,1,1,講解清晰，容易理解，每個課程不會太長，每句話都有義義不會廢話,[],0
563,解說詳細，易於理解，是個很棒的課程，期待講師推出更多的課程,4,0,1,0,0,1,0,0,1,1,解說詳細，易於理解，是個很棒的課程，期待講師推出更多的課程,[],0
564,老師非常認真的說明，中文介紹Orange的教學不多，很感謝提供相關課程，但有些字幕翻譯不精確影響學習,4,0,0,0,0,1,1,0,1,1,老師非常認真的說明，中文介紹Orange的教學不多，很感謝提供相關課程，但有些字幕翻譯不精確影響學習,[],0
565,若之後更新教學版本時，能增加更多範例練習就更好了,2,0,1,0,0,0,0,0,0,2,若之後更新教學版本時，能增加更多範例練習就更好了,[],0
566,講師說明的很清楚，對於Orange的操作有案例說明,4,0,0,0,0,1,0,0,1,1,講師說明的很清楚，對於Orange的操作有案例說明,[],0
567,"解說得很清楚，能夠逐步上手Orange, 提供不同案例的理解",4,0,0,0,0,1,0,0,1,1,"解說得很清楚，能夠逐步上手Orange, 提供不同案例的理解",[],0
568,Very Helpful!,4,0,0,0,0,1,0,0,1,1,Very Helpful!,[],0
569,老師課程講解清楚，程式說明詳細，程式實作很容易入手,4,0,0,0,0,1,0,0,1,1,老師課程講解清楚，程式說明詳細，程式實作很容易入手,[],0
570,推薦！,4,0,0,0,0,1,0,0,1,1,推薦！,[],0
571,課程不冗長，內容非常精實，程式說明很清楚，推薦！,4,0,0,0,0,1,0,0,1,1,課程不冗長，內容非常精實，程式說明很清楚，推薦！,[],0
572,速度比较快，对于小白来说很多专有名词也不是很理解，目前感觉进度跨越式比较快，但是能懂，先观望继续看看再更新评价,1,0,1,0,0,1,0,0,0,2,速度比较快，对于小白来说很多专有名词也不是很理解，目前感觉进度跨越式比较快，但是能懂，先观望继续看看再更新评价,[],0
573,比较适合,4,0,0,0,0,1,0,0,1,1,比较适合,[],0
574,動畫很多 輔助教學,4,0,0,0,0,1,0,0,0,1,動畫很多 輔助教學,[],0
575,GOOD,4,0,0,0,0,1,0,0,0,1,GOOD,[],0
576,好,4,0,0,0,0,1,0,0,0,1,好,[],0
577,課程內容全是重點，讓我能快速掌握數據分析的要領,4,0,0,0,0,1,0,0,1,1,課程內容全是重點，讓我能快速掌握數據分析的要領,[],0
578,有文檔可以下載，大大縮短跟上課程所需要耗費的精力,4,0,0,0,0,1,0,0,0,1,有文檔可以下載，大大縮短跟上課程所需要耗費的精力,[],0
579,深入淺出的講解讓我能完全明白整個應用的邏輯,4,0,0,0,0,1,0,0,1,1,深入淺出的講解讓我能完全明白整個應用的邏輯,[],0
580,總之，就是棒!!!!,4,0,0,0,0,1,0,0,0,1,總之，就是棒!!!!,[],0
581,"很淺顯易懂, 只從最簡單最常用的方法開始使用, 搭配上手練習, 可以很快記起來用法, 不容易被其他很少用的方法失焦",4,0,0,0,0,1,0,0,1,1,"很淺顯易懂, 只從最簡單最常用的方法開始使用, 搭配上手練習, 可以很快記起來用法, 不容易被其他很少用的方法失焦",[],0
582,"One of the greatest learning experiences in Udemy, it's my hope that 林粒粒 can create more courses",4,0,1,0,0,1,0,1,1,1,"One of the greatest learning experiences in Udemy, it's my hope that 林粒粒 can create more courses",[],0
